application_id,tin,as_of_date,application_channel,application_period_start,application_period_end,segment
WHTEX-2024-08-784709,6089193246,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-162480,6087848923,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-12-610359,8776670236,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-658761,6141093865,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-09-865990,5553779535,2024-09-01,BACKOFFICE,2024-07-01,2025-06-30,LARGE
WHTEX-2024-05-972104,5996782380,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-05-257868,6752913939,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-11-653759,3694703453,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-843434,9912894978,2025-06-01,BACKOFFICE,2024-07-01,2025-06-30,LARGE
WHTEX-2025-01-998375,4297019397,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-02-385161,3130317950,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-12-201854,3952640283,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-05-480297,6056370370,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-08-163293,4795894564,2024-08-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-257780,3579343884,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-08-475581,9964141795,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-10-252606,3922935657,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-08-762348,9829043302,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-12-149984,3436270853,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-04-315170,9370949673,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-06-595485,3884093970,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-02-150503,9846884543,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-526022,3070928386,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-411428,9152126676,2024-11-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-819594,9326081065,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-04-933400,3346334032,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-10-566298,9425592384,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-04-603752,3516726961,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-11-915695,2852378137,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-05-838185,9625862628,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-12-527704,6228904363,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-02-210125,8152755025,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-898007,3069532160,2025-01-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-735624,9396401126,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-03-279548,7877893146,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-09-353562,3225403747,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-08-157342,2215718129,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-274358,3168735175,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-06-804062,6151874626,2024-06-01,BACKOFFICE,2023-07-01,2024-06-30,SMALL
WHTEX-2024-07-708677,4404788401,2024-07-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-09-781245,9539863814,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-965732,3618260543,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-01-227496,7055680552,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-12-435616,7356197005,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-07-357991,5239865855,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-12-366398,3112331401,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-04-768759,2114827973,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-06-759165,5127045782,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-11-836534,5911081246,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-985827,1403922902,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-12-169944,7799855882,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-01-751686,9400495211,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-10-477488,1148339805,2025-10-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-03-226482,2660244257,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-998673,7742567415,2024-11-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-03-787014,9271986981,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-06-466718,2949809820,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-02-533406,3290943831,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-10-550365,4312839438,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-04-777508,7227613886,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-303059,5996782380,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-09-395847,3197071675,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-05-308508,1977181670,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-09-593743,6939961469,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-03-817871,7882005057,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-05-682366,8945283989,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-04-607888,2114593137,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-04-635085,4032879569,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-09-799112,1544756057,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-09-356593,5059811447,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-08-790571,4109832926,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-08-855587,7044515279,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-689693,3952907282,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-452916,9989457498,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-632618,4612200017,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-03-305255,2004403314,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-03-884498,8806811855,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-03-858200,8445291360,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-12-761558,6838974134,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-11-194873,1181300243,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-479260,1108466767,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-04-997604,4251690089,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-04-824380,2382520556,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-01-596187,4896983936,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-12-883622,2883496128,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-08-105486,3210094349,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-397135,9633991128,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-12-637605,9619240672,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-08-440914,8116062324,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-02-354868,7094583654,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-10-173395,6177654573,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-07-324868,1730386003,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-07-581471,8489080677,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-325941,2705242231,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-10-892432,6173386581,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-08-114695,1004668697,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-12-647423,4555065160,2024-12-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-09-778324,2229969887,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-09-652736,9997888032,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-02-912665,8756329760,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-04-815574,9050603479,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-143904,2241977656,2024-02-01,BACKOFFICE,2023-07-01,2024-06-30,SMALL
WHTEX-2025-03-404392,6880952881,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-08-699648,3361496254,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-312380,7744175755,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-10-355228,5408418304,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-07-278016,7283712202,2025-07-01,BACKOFFICE,2025-07-01,2026-06-30,LARGE
WHTEX-2024-09-417217,6141093865,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-07-842961,4473291623,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-06-302810,4002739824,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-02-510177,4833738683,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-305895,6074761631,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-03-856951,3667258513,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-07-980518,9318523453,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-07-679881,9527437405,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-02-658654,1632100337,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-12-622887,3130317950,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2024-10-594208,8991899457,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-329898,4150389001,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-800414,8619383946,2025-06-01,BACKOFFICE,2024-07-01,2025-06-30,LARGE
WHTEX-2024-08-581091,3461416446,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-04-939581,9318607834,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-05-543051,6423010889,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-161195,9120728844,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-04-722307,1882718443,2025-04-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-326919,8490338212,2024-05-01,BACKOFFICE,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-04-824641,5408418304,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-11-676147,6522448915,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-08-428577,1789834444,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-885640,4362919559,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-08-826546,8364770818,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-04-742728,1295289995,2025-04-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-08-372647,5890162756,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-10-521145,8875044480,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-11-913897,4673410014,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-05-259337,8700779095,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-11-331562,7874596605,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-12-420778,5573506202,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-956280,9366156240,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-09-937676,9912894978,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-08-353476,5614653201,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-08-853271,8003362802,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-12-402934,4983904136,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-04-379434,2928937625,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-859088,2119693498,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-04-261070,7365404747,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-158830,3037577863,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-02-906541,6210797722,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-06-743273,6817843342,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-04-811436,3218282677,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-265488,7806647995,2025-08-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-06-998405,5156361203,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-06-740169,9774664321,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-01-519869,4951316010,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-09-902585,8814127962,2024-09-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-660174,7147134608,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-656712,6290397366,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-01-417910,6633906010,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-08-779063,3712605730,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-12-127539,3489148122,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-08-772863,9747949084,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-02-515266,2969709479,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-520493,6906066832,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-08-392336,9244524981,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-03-367993,4533154442,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-03-487238,2167552962,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-04-993555,5451402015,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-02-551448,7654883216,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-11-300938,9766986570,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-04-123120,9780601164,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-06-334914,7739387017,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-07-490220,6110302468,2025-07-01,BACKOFFICE,2025-07-01,2026-06-30,SMALL
WHTEX-2024-04-164032,9472302111,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-03-286277,1326000979,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-710834,2556950006,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-170058,6748578216,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-438233,9742231216,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-04-186780,2289689553,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-02-157084,2717966319,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-09-565460,4512327660,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-11-213617,3559574211,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-03-317510,6583219386,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-362551,5079519248,2024-05-01,BACKOFFICE,2023-07-01,2024-06-30,SMALL
WHTEX-2025-06-839375,7990911466,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-05-845148,7887891015,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-444070,8087174871,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-09-578219,7373660380,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-994279,6848446803,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-06-466014,4190733713,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-09-762435,1556969293,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-297086,6427964416,2025-08-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-01-733343,8764881073,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-464900,6329608691,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-12-360988,2907591499,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-06-186001,9472302111,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-07-305792,1759998890,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-611073,8054416984,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-10-862290,1909955493,2025-10-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-01-969822,7723997854,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-05-578956,9323576821,2025-05-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-02-579822,7971614931,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-07-986552,8195613451,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-620412,8399145465,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-11-147272,6318239423,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-01-930030,8177654836,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-04-390056,3022205270,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-03-219266,3381378448,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-04-292774,4906320541,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-643781,7654883216,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-05-944620,7786815041,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-06-641428,8640805803,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-06-444681,5156895072,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-12-878050,6085701195,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-01-915549,1547468807,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-12-706426,7156000932,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-08-813709,3864937488,2024-08-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-377196,9446603130,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-07-955311,7276312261,2024-07-01,BACKOFFICE,2024-07-01,2025-06-30,LARGE
WHTEX-2024-04-789349,8074578747,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-07-247114,5173081432,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-06-782011,1160748632,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-05-874917,5416362949,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-859591,4764495873,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-07-994134,2481470358,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-07-374499,7434252003,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-11-412907,2473761738,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-05-503138,9727944209,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-01-635070,7046988271,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-03-580865,4254391266,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-03-144701,7614038460,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-08-560376,3859501013,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-07-945275,5587611938,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-02-868768,2234901320,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-02-926534,1244639201,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-08-983875,7714611810,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-07-646994,2426770262,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-03-285484,8205252586,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-12-240728,8224770251,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-07-259693,5255055754,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-04-383523,1404678182,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-05-171299,5126932736,2024-05-01,BACKOFFICE,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-03-506890,2278935332,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-07-433790,5558259794,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
